# step temp press density pxx pyy pzz pxy pxz pyz pe ke etotal evdwl ecoul epair ebond eangle edihed eimp emol etail enthalpy vol
1250000 373.74343155735448363 6322.1772161811859405 0.52477810565824534184 9240.6388871966137231 5832.2346135237248745 3893.6581478232174049 -3139.4503794468682827 -739.76960485787344624 304.79282914014930839 7.3013998975592322438 65.729432437551309931 73.030832335110545728 -47.72643025274554418 0 -47.72643025274554418 27.933341445941042736 19.272755872731636373 7.8217328316321070858 0 55.027830150304787082 -1.6656995890086423451 324.44627941187718534 2726.7756222409916518
1251000 255.93674223402857137 -1436.9137728316270568 0.52487834347721828987 -377.40645069631329989 -2928.6505291177059007 -1004.6843386808618561 0.5196973799140445216 747.88700993732254574 -368.61068408348529601 3.6855788076262925301 45.011029991511655624 48.696608799137948154 -47.975158865130438812 0 -47.975158865130438812 25.563347307498741401 17.503370305675744589 8.5940200595822435758 0 51.660737672756731342 -1.6660177541379919131 -8.4345526269778261508 2726.2548805403689585
1252000 354.65118008764534352 2565.9623130779368694 0.52497860682637265128 525.51232505477753421 1816.2087506928198763 5356.1658634862151303 1719.9807217040236083 1284.1604359962852868 1538.5560096676936155 8.0193170240160061013 62.371720309127169912 70.391037333143174237 -49.597031236233142693 0 -49.597031236233142693 24.555079963763901674 22.7951234451721092 10.266144851313143249 0 57.616348260249154123 -1.6663360003027580802 172.39326745415667119 2725.7342051425202953
1253000 421.76150743632501872 -2098.92698932918438 0.52507889571383659089 -4583.206495843562152 -771.4747840772172367 -942.09968806677511566 -2616.6268653857996469 1094.631330725022508 -304.34959386489379085 11.83519799092226954 74.174265464091490685 86.009463455013758448 -47.037550090543696513 0 -47.037550090543696513 23.908438744959468636 22.00705691960261845 12.957252416903878967 0 58.872748081465964276 -1.6666543275287408754 2.5887752500731977534 2725.2135960432260617
1254000 393.40842729592185378 -103.82338521759535865 0.52517921014774249233 1319.9235869428573551 3112.2336232170482617 -4743.6273658126920054 -1263.4461464675687239 -37.076137110102912686 -286.4380759494083577 5.5705496870118889063 69.187871836464310604 74.758421523476201287 -50.200800169694282715 0 -50.200800169694282715 25.04953886633420268 20.13032493707533277 10.591486053296630843 0 55.771349856706173398 -1.666972735841753428 70.632806887844594712 2724.6930532382612
1255000 404.18977830410341312 6760.9736930623894295 0.52527955013622407154 8192.35913820454698 7552.2224392333282594 4538.3395017492930492 50.283542450980363014 -842.25793247148760656 3767.0783875854590406 13.863318705227618111 71.083964243292456331 84.947282948520069112 -46.838488203014001954 0 -46.838488203014001954 28.681459332692309516 20.522848611640835514 11.497498963908462599 0 60.70180690824160763 -1.6672912252676137523 353.5557833285996594 2724.172576723408838
1256000 384.3091749763466396 -610.19481848978841754 0.52537991568742037352 114.9289299116968408 -1524.2931488978863399 -421.22023648317559719 1324.2829131523910746 -38.91151462080649992 -4579.9883697750583451 -2.1656754673990121773 67.587606413525449511 65.421930946126437334 -51.464467730112083643 0 -51.464467730112083643 21.089737229354597048 20.990529970163212425 7.2185250631952628808 0 49.29879226271306436 -1.6676097958321545178 41.183971830936208391 2723.6521664944439181
1257000 376.87382070887883856 394.45690262063828868 0.52548030680947133142 -2889.5807492138133057 749.87329872015402543 3323.0781583555744874 -661.01698242938630301 -2148.2181528371838795 -1029.7477126472088003 8.4439692976061273555 66.279967068704522148 74.723936366310653057 -49.611072455649164681 0 -49.611072455649164681 24.042198646117618921 22.205666305302496966 11.80717680183517615 0 58.055041753255295589 -1.6679284475612137228 90.389431101016739944 2723.1318225471491132
1258000 410.59669909005100408 65.138012962855839305 0.52558072351052187443 -1154.8359369094566773 -758.90229094254186748 2109.1522667405661196 715.15150588605843041 3717.4630101799743898 3119.375473747983051 6.4713232399165683262 72.210735261522543738 78.682058501439115616 -48.063772578657292911 0 -48.063772578657292911 20.5034548487343109 23.28929011858757292 10.742350851251984523 0 54.53509581857386479 -1.6682471804806442428 81.268460799101063685 2722.6115448772989112
1259000 448.50318609162968642 2738.531343291563644 0.52568116579871859706 2059.0272848907065963 3954.2332036051047908 2202.3335413788804544 2522.0812405291458163 -3320.1534004510763225 -1450.7893208502503057 8.6993400354012138109 78.877265468978038143 87.576605504379244849 -48.424462193904510343 0 -48.424462193904510343 24.304511053429312284 22.630027278413955116 10.189263897462460307 0 57.123802229305724154 -1.668565994616303616 196.29331473616127823 2722.0913334806764396
1260000 411.95452381287151411 -1494.1550269071835828 0.52578163368221264573 -1735.7677570229827779 -3400.7669245843567296 654.06960088578910018 33.207985334325158533 -187.0010489624613399 1913.7060769307236114 -0.084003992143097283574 72.449532898737928122 72.365528906594832392 -48.631655138864402943 0 -48.631655138864402943 20.06077216230748661 16.643530727240488432 11.843348257173328619 0 48.547651146721300108 -1.6688848899940642578 13.060537356717581758 2721.5711883530561863
1261000 381.9455139569330413 -5144.055995496376454 0.52588212716915649914 -3893.370758636811388 -4915.4288983243959592 -6623.3683295279197409 -4726.1665114248153259 -113.98696306380044518 -482.5237347842590907 -2.8795929177771633078 67.171914566759227228 64.292321648982067472 -51.628672688149435999 0 -51.628672688149435999 21.616397566936534247 20.21438210763809451 6.9183000957976377165 0 48.749079770372269138 -1.6692038666398039126 -139.84305575219073603 2721.0511094902208242
