# step temp press density pxx pyy pzz pxy pxz pyz pe ke etotal evdwl ecoul epair ebond eangle edihed eimp emol etail enthalpy vol
1750000 366.14502104976702412 -202.06721247818481402 0.78525135552450731069 282.10945803985401881 266.11309103708998691 -1154.424186511500011 2729.0265828865408366 -1012.8117534369198438 534.46547018748879054 2612.1917050765828208 2152.2580717671412458 4764.4497768437240666 -684.69440635596879474 495.37362291898506328 -189.32078343698373146 759.58993890104056845 1342.9047703917331091 699.0177792207928178 0 2801.5124885135664954 -28.937429424973103664 4707.4178049962411023 19352.926513640526537
1751000 371.62624069459207021 756.39886328674015203 0.78525135552450731069 1119.5722629833853716 58.499396129158157009 1091.1249307476764443 -2455.4594661611163247 -1631.6039815853316668 -2301.6070190261061725 2574.542517341110397 2184.4775436853456085 4759.0200610264564602 -690.99066334497661046 513.02159507397345806 -177.9690682710031524 754.91171342194911631 1285.224618052887763 712.37525413727678369 0 2752.5115856121137767 -28.937429424973103664 4972.5080294473318645 19352.926513640526537
1752000 372.7539806725256426 -1877.3555582978167422 0.78525135552450742171 1815.1681422027349981 -3495.8182402972852287 -3951.4165767988984044 -554.86034612161597579 636.52483928618903519 -546.47330259454997758 2585.8895321918571426 2191.1065768028875027 4776.9961089947446453 -718.01199062788850824 508.11769378905603389 -209.89429683883241751 776.78172634803695473 1321.5350680202368494 697.46703466241569913 0 2795.783829030689958 -28.937429424973103664 4247.1264283303707998 19352.926513640526537
1753000 363.60756405836673366 -2677.8005398706291089 0.78525135552450731069 -5717.6605000462950557 -245.44068069625225803 -2070.3004388693389046 2.3383609072380431293 -2040.6703934399804439 -2507.0855058235651995 2660.786927529651166 2137.3425001287632767 4798.129427658413988 -697.20744768595727692 533.24107015009349197 -163.96637753586389863 817.78626787447478819 1312.6290671570004633 694.33797003403981307 0 2824.7533050655151783 -28.937429424973103664 4042.340088407926487 19352.926513640526537
1754000 379.2425763993920782 443.75834067581115505 0.78525135552450731069 -635.07112613644881094 592.51305167026839626 1373.8330964936121745 1049.0439135088408875 -656.26661850705784218 -2044.5657178230731006 2516.0015707275742898 2229.2475639110639349 4745.24913463863777 -682.01099542901351924 378.36208738648383587 -303.64890804252962653 820.66948594097493697 1299.1258097439251742 699.85518308520408937 0 2819.6504787701042005 -28.937429424973103664 4870.496634626993 19352.926513640526537
1755000 376.4703734337636547 -1796.6604826166926614 0.78525135552450742171 -96.13395234742199591 -4893.5813417332883546 -400.26615376936439361 -921.08600316512422523 2507.3151715188610069 -81.759960009570804118 2565.8880575619728006 2212.952118482789956 4778.8401760447632114 -687.40412227693525438 494.77878287879451591 -192.62533939814085215 807.07904567945945473 1266.3288568640728045 685.1054944165816778 0 2758.5133969601138233 -28.937429424973103664 4271.7460819193156567 19352.926513640526537
1756000 368.06152029889005917 -528.37098559316143565 0.78525135552450742171 -1198.4873337286405786 -634.51699216546546722 247.89136911462003354 1487.0582664532307717 -814.29225564697276241 -1388.6263171780030916 2707.2985394156266921 2163.5235560461151181 4870.8220954617418101 -696.74595701932616976 569.49658826832171599 -127.24936875100456746 782.58610229763075949 1342.9381516833827845 709.02365418561794286 0 2834.5479081666317143 -28.937429424973103664 4721.693304076899949 19352.926513640526537
1757000 374.531583057732405 -752.5856007864709909 0.78525135552450731069 2122.1059657784226147 -2723.573813368694573 -1656.2889547691395364 72.588757335791882497 -2009.8198883001614377 3009.3485760165212923 2743.4465537526111802 2201.5556034508117591 4945.0021572034229393 -718.31010988285049734 706.15132439386934493 -12.158785488981195044 770.74717093226331599 1290.9127897260646023 693.94537858326464175 0 2755.6053392415929011 -28.937429424973103664 4732.5904538376007622 19352.926513640526537
1758000 369.87955294001199036 -157.62263442720330886 0.78525135552450742171 2954.6357422537917046 -1871.216601771242722 -1556.2870437641608987 -1537.7029722645975198 -1232.4023531904783795 222.95038207205405456 2534.027201896243696 2174.2102381027830234 4708.2374399990267193 -692.66437259730037113 418.60110008971355455 -274.06327250758693026 766.86309457431434566 1357.0066332402534499 684.22074658926339907 0 2808.0904744038311946 -28.937429424973103664 4663.7496206297719255 19352.926513640526537
1759000 379.15974309609464399 -2710.5557305634711156 0.78525135552450742171 -3790.8276163734713009 -3223.1643058318368276 -1117.675269485101353 982.79867072313174958 833.00493116862082843 -2291.8084669378040417 2656.6293285491860843 2228.7606567147786336 4885.3899852639642631 -717.5136889742789208 527.71134272152607991 -189.80234625275306826 812.45531991360462598 1343.2487057541447939 690.7276491341901874 0 2846.4316748019396073 -28.937429424973103664 4120.3557364086846064 19352.926513640526537
1760000 376.52197596225931875 -449.99064413362839332 0.78525135552450731069 -2169.6800181679946036 994.44151452494259047 -174.73342875783134787 283.97342648929890174 1538.5802934958933292 387.80342142500188629 2678.6409486870020373 2213.2554462684852297 4891.896394955487267 -686.62261448474691861 538.9037742608421695 -147.71884022390474911 771.93783134189948214 1345.4766920985166507 708.94526547049088094 0 2826.3597889109069001 -28.937429424973103664 4764.8898735455368296 19352.926513640526537
1761000 366.41798228488369205 -970.36904661888058854 0.78525135552450731069 -2542.1394299552607663 -1031.697956174984256 662.73024627360666727 2204.3401424596017932 -1930.0083891679057615 2065.4233975107135848 2737.1134104771804232 2153.8625808763322311 4890.9759913535126543 -682.20852251995609095 623.46741825408048499 -58.741104265875527801 810.06786994820549808 1308.0545143392496357 677.73213045560078172 0 2795.8545147430559155 -28.937429424973103664 4617.0965258543228629 19352.926513640526537
1762000 371.5691735813254013 -915.44634589759448318 0.78525135552450731069 3631.7359966491917476 -4829.5060176150545885 -1548.5690167269219728 -555.68762407619612986 -1975.8214017094956034 119.30279724235491301 2775.907059844190826 2184.142094210139021 4960.049154054329847 -715.66649402920370449 703.16653438433354495 -12.499959644870202169 797.68651658698172469 1299.3336764400714856 691.38682646200823001 0 2788.4070194890609855 -28.937429424973103664 4701.6712134334638904 19352.926513640526537
1763000 371.0534498692508123 -1670.5031341591993623 0.78525135552450731069 -1187.5396430355899611 354.3013436159955063 -4178.2711030580039733 -122.94479532737967986 -526.88640745621069073 1924.8101190111692631 2508.6166892995793205 2181.1105890460598857 4689.7272783456392062 -704.67669361863181621 468.1186328573532478 -236.55806076127868209 782.2075980554348007 1275.9783781706601076 686.98877383476315117 0 2745.1747500608580594 -28.937429424973103664 4218.2401600246284943 19352.926513640526537
1764000 373.85921447385487681 293.76543953474327964 0.78525135552450731069 -1475.7625928465947709 1012.6901682565365945 1344.368743194291028 63.646017615338607243 1773.9345655064018956 -925.22954994153872121 2385.4638647352562657 2197.6033150714583826 4583.0671798067141935 -711.35310710774092513 372.94839066124552573 -338.40471644649545624 796.27732686792978711 1246.630392263612066 680.96086205020969828 0 2723.8685811817522335 -28.937429424973103664 4665.9802960507340686 19352.926513640526537
1765000 378.89727686247431393 886.2854145421871408 0.78525135552450731069 -1040.5153273276223445 1177.5049767818643431 2521.866594172321129 -1746.2124970676259181 2106.6027374349109778 -435.05146878149662371 2572.5273268301111784 2227.2178388764914416 4799.7451657066030748 -706.08618610428698048 475.13591702147778051 -230.95026908280931366 813.39418965630579805 1288.1955798914937077 701.8878263651213274 0 2803.4775959129210605 -28.937429424973103664 5049.8926497595211913 19352.926513640526537
