# Time-averaged data for fix dave
# TimeStep v_rho
811000 0.783039
812000 0.783035
813000 0.78304
814000 0.783059
815000 0.783068
816000 0.783076
817000 0.783099
818000 0.783101
819000 0.783101
820000 0.783103
821000 0.783114
822000 0.783133
823000 0.783158
824000 0.783163
825000 0.783159
826000 0.783146
827000 0.783149
828000 0.783143
829000 0.783155
830000 0.78317
831000 0.783173
832000 0.783179
833000 0.783188
834000 0.783186
835000 0.783184
836000 0.783196
837000 0.783208
838000 0.783218
839000 0.783228
840000 0.783227
841000 0.783223
842000 0.78323
843000 0.783228
844000 0.783221
845000 0.783227
846000 0.783241
847000 0.783249
848000 0.783247
849000 0.78324
850000 0.783226
851000 0.783207
852000 0.78322
853000 0.783225
854000 0.783228
855000 0.783234
856000 0.783253
857000 0.783269
858000 0.783266
859000 0.783277
860000 0.783289
861000 0.783285
862000 0.783279
863000 0.783281
864000 0.783272
865000 0.78327
866000 0.783265
867000 0.783271
868000 0.783284
869000 0.783302
870000 0.783292
871000 0.783281
872000 0.783266
873000 0.783266
874000 0.783261
875000 0.78323
876000 0.78321
877000 0.783199
878000 0.783188
879000 0.78318
880000 0.783169
881000 0.78317
882000 0.783191
883000 0.783191
884000 0.783181
885000 0.783178
886000 0.783173
887000 0.7832
888000 0.783223
889000 0.783233
890000 0.783244
891000 0.783269
892000 0.783291
893000 0.783317
894000 0.783335
895000 0.783357
896000 0.783379
897000 0.783401
898000 0.783415
899000 0.78344
900000 0.783455
901000 0.783477
902000 0.783494
903000 0.783514
904000 0.783526
905000 0.783554
906000 0.783562
907000 0.783584
908000 0.783596
909000 0.783605
910000 0.783611
911000 0.783614
912000 0.783633
913000 0.783659
914000 0.783676
915000 0.783668
916000 0.783683
917000 0.783683
918000 0.783693
919000 0.783709
920000 0.783737
921000 0.783748
922000 0.783755
923000 0.783772
924000 0.783778
925000 0.783787
926000 0.783794
927000 0.783809
928000 0.783822
929000 0.783831
930000 0.783824
931000 0.78382
932000 0.783814
933000 0.78381
934000 0.783815
935000 0.783822
936000 0.783839
937000 0.783873
938000 0.78388
939000 0.783897
940000 0.78392
941000 0.783935
942000 0.783946
943000 0.78396
944000 0.783953
945000 0.783933
946000 0.783934
947000 0.783919
948000 0.783918
949000 0.783927
950000 0.783936
951000 0.783949
952000 0.783954
953000 0.783958
954000 0.783948
955000 0.783943
956000 0.783955
957000 0.783973
958000 0.783986
959000 0.783984
960000 0.78399
961000 0.783994
962000 0.783974
963000 0.783968
964000 0.783961
965000 0.783976
966000 0.784002
967000 0.784024
968000 0.784042
969000 0.784055
970000 0.78407
971000 0.784078
972000 0.784103
973000 0.784119
974000 0.784121
975000 0.784118
976000 0.784126
977000 0.784131
978000 0.784143
979000 0.784136
980000 0.784137
981000 0.784142
982000 0.784124
983000 0.784114
984000 0.78411
985000 0.784121
986000 0.784136
987000 0.784141
988000 0.78414
989000 0.784157
990000 0.784169
991000 0.784157
992000 0.784148
993000 0.784165
994000 0.784164
995000 0.78415
996000 0.784142
997000 0.784137
998000 0.784129
999000 0.78412
1000000 0.78411
1001000 0.784108
1002000 0.784114
1003000 0.784104
1004000 0.784101
1005000 0.784101
1006000 0.784093
1007000 0.784081
1008000 0.78408
1009000 0.784079
1010000 0.784082
1011000 0.784094
1012000 0.784103
1013000 0.784113
1014000 0.784125
1015000 0.784129
1016000 0.784129
1017000 0.784124
1018000 0.78413
1019000 0.784135
1020000 0.784146
1021000 0.784159
1022000 0.784189
1023000 0.784206
1024000 0.784217
1025000 0.784222
1026000 0.784231
1027000 0.784242
1028000 0.784257
1029000 0.784276
1030000 0.784292
1031000 0.784311
1032000 0.784317
1033000 0.784343
1034000 0.784365
1035000 0.784376
1036000 0.784396
1037000 0.784417
1038000 0.784425
1039000 0.784439
1040000 0.784445
1041000 0.784441
1042000 0.784433
1043000 0.784437
1044000 0.784428
1045000 0.784421
1046000 0.78441
1047000 0.784415
1048000 0.784413
1049000 0.784406
1050000 0.784406
1051000 0.784417
1052000 0.784426
1053000 0.784439
1054000 0.784446
1055000 0.784456
1056000 0.784471
1057000 0.784471
1058000 0.78448
1059000 0.78449
1060000 0.784492
1061000 0.784489
1062000 0.784486
1063000 0.784492
1064000 0.7845
1065000 0.784512
1066000 0.784542
1067000 0.784568
1068000 0.784597
1069000 0.784606
1070000 0.784616
1071000 0.784626
1072000 0.784644
1073000 0.784655
1074000 0.78466
1075000 0.784672
1076000 0.784689
1077000 0.784697
1078000 0.784711
1079000 0.784721
1080000 0.784735
1081000 0.784732
1082000 0.784738
1083000 0.784747
1084000 0.784753
1085000 0.78477
1086000 0.78479
1087000 0.784804
1088000 0.784813
1089000 0.784821
1090000 0.784826
1091000 0.784825
1092000 0.784828
1093000 0.784842
1094000 0.784845
1095000 0.784845
1096000 0.784833
1097000 0.784832
1098000 0.784832
1099000 0.784831
1100000 0.784832
1101000 0.784826
1102000 0.784823
1103000 0.784813
1104000 0.784809
1105000 0.784808
1106000 0.784812
1107000 0.784816
1108000 0.784805
1109000 0.784813
1110000 0.78481
1111000 0.784824
1112000 0.784837
1113000 0.784841
1114000 0.784837
1115000 0.784836
1116000 0.784839
1117000 0.784841
1118000 0.784841
1119000 0.784847
1120000 0.78486
1121000 0.78488
1122000 0.784886
1123000 0.784902
1124000 0.784904
1125000 0.784911
1126000 0.784924
1127000 0.784945
1128000 0.784949
1129000 0.784939
1130000 0.784945
1131000 0.784944
1132000 0.784952
1133000 0.784969
1134000 0.78498
1135000 0.784982
1136000 0.784987
1137000 0.784993
1138000 0.785004
1139000 0.785018
1140000 0.78502
1141000 0.785025
1142000 0.785029
1143000 0.785031
1144000 0.785034
1145000 0.785035
1146000 0.785038
1147000 0.785042
1148000 0.785052
1149000 0.785068
1150000 0.78507
1151000 0.785069
1152000 0.785064
1153000 0.785062
1154000 0.785051
1155000 0.785036
1156000 0.785039
1157000 0.785043
1158000 0.785038
1159000 0.785031
1160000 0.785027
1161000 0.785025
1162000 0.785011
1163000 0.785003
1164000 0.785002
1165000 0.784997
1166000 0.784996
1167000 0.784995
1168000 0.784986
1169000 0.784982
1170000 0.784989
1171000 0.784991
1172000 0.784989
1173000 0.784988
1174000 0.784985
1175000 0.78499
1176000 0.784999
1177000 0.785002
1178000 0.785001
1179000 0.785002
1180000 0.785005
1181000 0.78501
1182000 0.785018
1183000 0.785024
1184000 0.78503
1185000 0.785044
1186000 0.785056
1187000 0.785072
1188000 0.785089
1189000 0.785091
1190000 0.785098
1191000 0.785103
1192000 0.785105
1193000 0.7851
1194000 0.785103
1195000 0.785112
1196000 0.785116
1197000 0.785113
1198000 0.785111
1199000 0.78511
1200000 0.785102
1201000 0.785096
1202000 0.785085
1203000 0.785085
1204000 0.785089
1205000 0.785091
1206000 0.785096
1207000 0.785103
1208000 0.785114
1209000 0.785129
1210000 0.785147
1211000 0.785165
1212000 0.785177
1213000 0.785177
1214000 0.785181
1215000 0.785183
1216000 0.785188
1217000 0.785199
1218000 0.785209
1219000 0.785222
1220000 0.785238
1221000 0.785248
1222000 0.785257
1223000 0.785254
1224000 0.78525
1225000 0.785248
1226000 0.785254
1227000 0.785259
1228000 0.785259
1229000 0.785247
1230000 0.78525
1231000 0.785246
1232000 0.785244
1233000 0.785243
1234000 0.785245
1235000 0.785247
1236000 0.785251
1237000 0.785252
1238000 0.785245
1239000 0.785236
1240000 0.785228
1241000 0.78522
1242000 0.785223
1243000 0.78522
1244000 0.785215
1245000 0.785218
1246000 0.785224
1247000 0.785226
1248000 0.785231
1249000 0.785245
1250000 0.785251
