# Time-averaged data for fix dave
# TimeStep v_rho
1143000 0.797017
1144000 0.797049
1145000 0.797074
1146000 0.797098
1147000 0.797114
1148000 0.797121
1149000 0.797154
1150000 0.797174
1151000 0.79719
1152000 0.797201
1153000 0.797205
1154000 0.797224
1155000 0.797219
1156000 0.797217
1157000 0.797222
1158000 0.797217
1159000 0.79721
1160000 0.797198
1161000 0.797205
1162000 0.7972
1163000 0.797203
1164000 0.797205
1165000 0.797199
1166000 0.797193
1167000 0.797197
1168000 0.797195
1169000 0.797188
1170000 0.797193
1171000 0.797198
1172000 0.797211
1173000 0.797205
1174000 0.797196
1175000 0.797191
1176000 0.797188
1177000 0.797186
1178000 0.797189
1179000 0.797191
1180000 0.797208
1181000 0.797218
1182000 0.797215
1183000 0.797235
1184000 0.797247
1185000 0.797265
1186000 0.797282
1187000 0.797285
1188000 0.797287
1189000 0.797296
1190000 0.797305
1191000 0.797326
1192000 0.797335
1193000 0.797353
1194000 0.797364
1195000 0.797377
1196000 0.797377
1197000 0.797377
1198000 0.797375
1199000 0.797376
1200000 0.797386
1201000 0.797385
1202000 0.797386
1203000 0.797384
1204000 0.797401
1205000 0.79742
1206000 0.797436
1207000 0.797448
1208000 0.797472
1209000 0.797483
1210000 0.797485
1211000 0.7975
1212000 0.797522
1213000 0.79753
1214000 0.797539
1215000 0.797548
1216000 0.797559
1217000 0.79758
1218000 0.797586
1219000 0.797587
1220000 0.797586
1221000 0.797569
1222000 0.797568
1223000 0.797578
1224000 0.797597
1225000 0.797602
1226000 0.797601
1227000 0.797602
1228000 0.797603
1229000 0.797607
1230000 0.797599
1231000 0.797601
1232000 0.797595
1233000 0.797582
1234000 0.797568
1235000 0.79755
1236000 0.797535
1237000 0.79753
1238000 0.797528
1239000 0.79752
1240000 0.797528
1241000 0.797533
1242000 0.797534
1243000 0.797533
1244000 0.797537
1245000 0.797544
1246000 0.797562
1247000 0.797576
1248000 0.797598
1249000 0.797615
1250000 0.797628
