# step temp press density pxx pyy pzz pxy pxz pyz pe ke etotal evdwl ecoul epair ebond eangle edihed eimp emol etail enthalpy vol
0 373.14999999999997726 202.59620652423694764 0.10000087531928202045 135.74994256431855888 184.77237581934687682 287.2663011890456346 18.123561847893920884 29.565843940394760381 -20.125922993146907913 155.80689922141499437 221.34556476134247305 377.15246398275746742 -30.079429588494477343 163.09295038063942229 133.01352079214495916 2.5053254830635802719 9.7726198664983456865 10.515433079708078168 0 22.793378429270003238 -0.36623133669338725493 419.43405162619910698 14310.146760065539638
1000 902.52462031246557217 16.258551209645403901 0.10000087531928200657 -102.01221930962036311 -170.70980373805841168 321.4976766766142191 350.34355811777828649 254.75262161164457098 -351.83269461388334776 547.90731283222010006 535.36063726136649166 1083.267950093586478 2.2638228669024997863 161.38730826093677706 163.65113112783927818 116.91390711498399924 213.53005379314805623 53.812220796248773524 0 384.25618170438087873 -0.36623133669338725493 1086.6610904179774479 14310.146760065539638
2000 917.35060444871032814 -1410.1669089792617342 0.10000087531928202045 -28.487495662591552303 -3037.2076532098403732 -1164.8055780653521651 -376.15417522850822252 -318.10213372262558096 -172.17210570265569913 628.89366487375900761 544.1551323217437357 1173.0487971955026296 3.1403442916527035678 172.68199709471630854 175.82234138636903253 148.5442045670720006 232.09021957116112844 72.436899349156973926 0 453.07132348739003191 -0.36623133669338725493 878.74863838796386517 14310.146760065539638
3000 1024.3855621395405251 -2028.4580086906810266 0.10000087531928202045 -1934.2746385057860152 -2173.3540124397727595 -1977.7453751264836228 -543.80621596066396251 -307.96402185264275886 -127.86040169501879404 655.18026897090555849 607.64625696138784861 1262.8265259322934071 -5.0937912794748960721 164.11640400714179577 159.02261272766691036 163.96408613871247439 271.7260439958332654 60.467526108693064657 0 496.15765624323876182 -0.36623133669338725493 839.48974906507328342 14310.146760065539638
4000 1039.7065230796411015 -677.0812751596220096 0.10000087531928202045 -1420.440499455060035 -580.87990152093516372 -29.923424502871174724 -1848.8658487019213226 24.175191811766968186 1290.0885904460810707 687.06469851210590605 616.73436295622389025 1303.79906146832991 -0.78834721474059499258 162.38572762398911209 161.59738040924855795 175.22936106051355409 286.3548867341589812 63.883070308184883856 0 525.46731810285746178 -0.36623133669338725493 1162.4930036277555701 14310.146760065539638
5000 1011.211888682912786 -1336.3351590417541956 0.10000087531928202045 -1636.6924779555415626 -352.56691725529128689 -2019.7460819144287143 2473.4842180134000955 386.88127127894148316 1290.7594792809770752 686.80917290979266454 599.83188153263597542 1286.64105444242864 6.215018716554370215 120.50917605035834868 126.7241947669127029 199.47467616892649289 298.08886765548788844 62.521434318465644253 0 560.08497814288011796 -0.36623133669338725493 1007.7494941442500931 14310.146760065539638
6000 984.1933813232878947 240.9663781893751775 0.10000087531928200657 946.92374402699704206 -459.20745592668998825 235.182846467818365 707.42462959428360136 1238.392792645597865 -127.60768105935078154 663.25209326273693478 583.80501091619578347 1247.0571041789326046 -6.7329745543481642756 144.07857908821105752 137.34560453386291101 181.93456168959639285 276.56237661548215101 67.409550423795550955 0 525.90648872887413745 -0.36623133669338725493 1297.3465010700729181 14310.146760065539638
7000 998.67231575566165702 1712.8897859843755214 0.10000087531928202045 1754.4532368355894505 718.02221238350466592 2666.1939087340329024 -461.17017565536031043 -131.3231119437892005 425.53614444685598528 662.94169821157470324 592.39364261678861112 1255.3353408283633144 -1.5022507691694388932 149.72394716586705954 148.22169639669763797 161.91757126277846623 286.25642760031792022 66.546002951780806711 0 514.72000181487715054 -0.36623133669338725493 1612.8134044711305251 14310.146760065539638
8000 1002.5516492573835876 897.32953685416975986 0.10000087531928200657 660.63599674755391788 338.62270117364221278 1692.7299126413131489 356.94009847549261849 1318.1593434502449327 -705.91923319468128284 676.19866302720504336 594.69479031834623584 1270.8934533455512792 -6.1215964001868403699 158.27934284905541062 152.15774644886860756 198.72334447349828679 266.43839277050051351 58.879179334337763407 0 524.04091657833657791 -0.36623133669338725493 1458.1650617752461585 14310.146760065539638
9000 1091.3212927762451727 -3.1125248744216169605 0.10000087531928202045 -1180.1058817945527153 -1107.7577278891187689 2278.5260350604053201 659.52037202868984878 -535.28588636752806451 -13.907455303077036035 696.997767985470432 647.35127397999838195 1344.3490419654688139 -3.4661350961696451023 156.89543017686042958 153.42929508069079247 201.72120191373372222 282.02402849437442001 59.82324249667154703 0 543.56847290477969636 -0.36623133669338725493 1343.6994617214552363 14310.146760065539638
10000 955.84935029172925169 -2.1035736916552272291 0.10000087531928200657 -1334.0117094097681729 361.11804903461103322 966.58293930019135587 1964.2538909097715987 335.11415266011948688 636.4930760187295391 717.8927834390466387 566.99186457747578061 1284.884648016522533 0.4162487296513706081 131.93576985530160073 132.35201858495298666 216.72722427803464029 310.98095821120500659 57.832582364854175694 0 585.54076485409382258 -0.36623133669338725493 1284.4456346858482902 14310.146760065539638
11000 912.48471568839113388 1229.1881088000793625 0.10000087531928200657 628.87377594526344637 1821.3706376396285123 1237.3199128153460151 -1072.7594121610766251 521.13705371795640531 313.97816780052841068 673.81715872728102568 541.26877858807438315 1215.0859373153552951 2.5746352171854289814 146.70014383317283091 149.27477905035829053 182.51864887627581879 286.68562575307612406 55.338105047570934403 0 524.54237967692290567 -0.36623133669338725493 1471.6160355049742066 14310.146760065539638
12000 1066.7517316168812158 942.09033422732670715 0.10000087531928202045 243.56435632129171154 1758.3730595631300275 824.33358679755906451 -1116.2088219596003 591.8049575674560856 75.539602952639739897 688.39319321202106039 632.77707220924196463 1321.1702654212631387 -2.9450801394433887559 146.11771476061377939 143.17263462117040262 206.8166577715039125 277.46574696805907934 60.938153851287751195 0 545.22055859085071461 -0.36623133669338725493 1517.7833990926808383 14310.146760065539638
13000 989.06248809277849432 1031.6647527068453201 0.10000087531928200657 1867.1509568548437983 1442.0036844979820216 -214.16038323228877971 -831.46475997014363202 -1100.6357265437559363 971.16780266107571151 753.29287775855289055 586.69327351240690405 1339.9861512709599083 0.36520141295183805585 172.30653984594920303 172.67174125890102232 197.2235473977012532 324.54095940363396267 58.856629698316574206 0 580.62113649965181139 -0.36623133669338725493 1555.2933596761954504 14310.146760065539638
14000 945.5208229148817054 -217.35267965332758422 0.10000087531928199269 -518.98969176587274887 414.88012007823249405 -547.94846727234266837 -1435.339901931247141 751.21611629940582588 -262.40864494246568484 700.87212681283165239 560.86517631436095144 1261.7373031271927175 7.4494063533272765198 148.63935986568120029 156.08876621900850523 214.16135378347848928 266.34447210785361904 64.277534702491038843 0 544.78336059382309031 -0.36623133669338725493 1216.3760570704969268 14310.146760065539638
15000 979.69105337866551508 -295.58266876446111837 0.10000087531928202045 -893.64356961666794632 1711.0233082602308059 -1704.1277449369451915 -460.86326051688882899 -111.92574992718196825 -33.259455569302041056 717.00747816767454879 581.13431462343623934 1298.1417927911106744 2.2400778501550293598 154.42920796655280924 156.6692858167078839 183.168754913640214 319.87492633146155185 57.294511105864927458 0 560.33819235096666489 -0.36623133669338725493 1236.4540409340597762 14310.146760065539638
16000 981.19655511290352479 2382.728315821720571 0.10000087531928202045 2691.894977255759386 2455.8843355230537782 2000.4056346863469571 -1747.8803684194904235 -34.147865724378050345 485.81371986421834208 696.86524875749898911 582.02734994867842033 1278.8925987061775231 6.6958508726364485142 126.17243817668303052 132.86828904931948614 213.04838917814757338 291.98313621087231695 58.96543431915966238 0 563.99695970817958823 -0.36623133669338725493 1776.1651678442071898 14310.146760065539638
17000 1003.2086821924699507 -994.87841214359605146 0.10000087531928200657 -19.533196787460418875 -3524.6194082074030121 559.51736856407592313 -1491.037466433074087 -260.68757218572693546 60.857819590094457851 691.86988287809333542 595.08452990318744469 1286.9544127812807801 1.2187383816764101319 148.89667370613238973 150.11541208780886336 218.52566790868138469 272.72771642568449124 50.501086455918738238 0 541.75447079028458575 -0.36623133669338725493 1079.324469954166716 14310.146760065539638
18000 1040.7126941506030562 119.10039435780234385 0.10000087531928202045 756.22225246275570498 -138.49485524884582333 -260.42621414050239537 1587.0922776380762116 -401.77832095415664071 -63.440438202153210057 757.2774011368722995 617.33120471945198915 1374.608605856324175 -1.9287727031003685241 162.40093817666780751 160.47216547356745764 175.86383575264659385 361.46173143402347705 59.479668476634756757 0 596.8052356633047566 -0.36623133669338725493 1399.4647166828881382 14310.146760065539638
