# Time-averaged data for fix dave
# TimeStep v_rho
828000 0.013458
829000 0.0134444
830000 0.0134278
831000 0.0134127
832000 0.0133985
833000 0.0133831
834000 0.0133682
835000 0.0133534
836000 0.0133388
837000 0.0133236
838000 0.0133096
839000 0.0132941
840000 0.0132781
841000 0.0132628
842000 0.0132497
843000 0.0132342
844000 0.0132209
845000 0.0132053
846000 0.0131912
847000 0.0131771
848000 0.0131634
849000 0.0131498
850000 0.013136
851000 0.0131221
852000 0.0131076
853000 0.0130983
854000 0.0130846
855000 0.0130734
856000 0.0130602
857000 0.013048
858000 0.0130334
859000 0.0130252
860000 0.0130176
861000 0.0130055
862000 0.0130035
863000 0.0129892
864000 0.0129865
865000 0.0129765
866000 0.0129699
867000 0.0129865
868000 0.012973
869000 0.0129632
870000 0.0129586
871000 0.0129436
872000 0.0129385
873000 0.0129235
874000 0.0129203
875000 0.0129084
876000 0.0129013
877000 0.0128916
878000 0.0128813
879000 0.0128747
880000 0.0128658
881000 0.0128578
882000 0.0128446
883000 0.0128439
884000 0.0128391
885000 0.0128289
886000 0.0128276
887000 0.0128133
888000 0.0128088
889000 0.0128084
890000 0.0128021
891000 0.0127905
892000 0.0127909
893000 0.0127815
894000 0.0127764
895000 0.0127728
896000 0.0127619
897000 0.012762
898000 0.0127555
899000 0.0127451
900000 0.0127377
901000 0.0127276
902000 0.0127201
903000 0.0127108
904000 0.0127009
905000 0.0126942
906000 0.0126836
907000 0.0126767
908000 0.0126647
909000 0.0126573
910000 0.0126497
911000 0.0126392
912000 0.0126354
913000 0.0126224
914000 0.0126138
915000 0.0126084
916000 0.0125977
917000 0.0125871
918000 0.012581
919000 0.0125711
920000 0.0125636
921000 0.0125561
922000 0.0125469
923000 0.0125405
924000 0.0125291
925000 0.012524
926000 0.0125155
927000 0.0125083
928000 0.0125014
929000 0.0124932
930000 0.0124842
931000 0.0124772
932000 0.0124687
933000 0.012459
934000 0.0124492
935000 0.0124411
936000 0.0124333
937000 0.0124264
938000 0.0124229
939000 0.0124167
940000 0.0124088
941000 0.0123997
942000 0.0123959
943000 0.0123903
944000 0.0123851
945000 0.0123793
946000 0.0123706
947000 0.0123636
948000 0.0123564
949000 0.0123528
950000 0.0123417
951000 0.0123397
952000 0.0123308
953000 0.0123249
954000 0.0123198
955000 0.0123095
956000 0.0123085
957000 0.0123006
958000 0.0122924
959000 0.0122872
960000 0.0122788
961000 0.0122723
962000 0.0122686
963000 0.0122623
964000 0.0122547
965000 0.0122529
966000 0.0122461
967000 0.0122371
968000 0.0122333
969000 0.0122251
970000 0.0122216
971000 0.0122162
972000 0.0122083
973000 0.0122063
974000 0.0122
975000 0.0121923
976000 0.0121884
977000 0.0121822
978000 0.0121775
979000 0.0121739
980000 0.0121852
981000 0.012184
982000 0.0121764
983000 0.0121783
984000 0.012178
985000 0.0121736
986000 0.0121698
987000 0.0121717
988000 0.0121681
989000 0.0121613
990000 0.0121613
991000 0.0121603
992000 0.0121568
993000 0.0121542
994000 0.0121473
995000 0.0121422
996000 0.0121365
997000 0.0121284
998000 0.0121228
999000 0.0121152
1000000 0.0121091
1001000 0.0121022
1002000 0.012099
1003000 0.0120906
1004000 0.0120843
1005000 0.0120752
1006000 0.0120679
1007000 0.0120594
1008000 0.0120509
1009000 0.0120433
1010000 0.0120382
1011000 0.0120308
1012000 0.0120239
1013000 0.0120162
1014000 0.0120082
1015000 0.0120018
1016000 0.0119932
1017000 0.0119832
1018000 0.0119777
1019000 0.0119723
1020000 0.011969
1021000 0.011984
1022000 0.0119825
1023000 0.0119753
1024000 0.0119711
1025000 0.0119652
1026000 0.011965
1027000 0.0119646
1028000 0.011956
1029000 0.0119578
1030000 0.0119525
1031000 0.0119454
1032000 0.0119404
1033000 0.0119383
1034000 0.0119323
1035000 0.0119276
1036000 0.0119306
1037000 0.0119263
1038000 0.0119216
1039000 0.0119127
1040000 0.0119088
1041000 0.0119071
1042000 0.011901
1043000 0.0118956
1044000 0.0118943
1045000 0.0118959
1046000 0.0118906
1047000 0.0118844
1048000 0.0118834
1049000 0.0118839
1050000 0.0118775
1051000 0.0118736
1052000 0.0118668
1053000 0.0118607
1054000 0.0118563
1055000 0.0118481
1056000 0.0118424
1057000 0.0118372
1058000 0.0118348
1059000 0.0118325
1060000 0.0118259
1061000 0.0118274
1062000 0.0118193
1063000 0.0118122
1064000 0.0118119
1065000 0.0118035
1066000 0.0118062
1067000 0.0117982
1068000 0.011796
1069000 0.0117917
1070000 0.0117832
1071000 0.0117801
1072000 0.0117941
1073000 0.0117915
1074000 0.0117878
1075000 0.011782
1076000 0.0117843
1077000 0.011779
1078000 0.0117747
1079000 0.0117753
1080000 0.0117662
1081000 0.0117706
1082000 0.0117622
1083000 0.0117623
1084000 0.011758
1085000 0.0117518
1086000 0.0117504
1087000 0.0117435
1088000 0.0117416
1089000 0.011736
1090000 0.0117306
1091000 0.0117265
1092000 0.0117192
1093000 0.0117204
1094000 0.0117148
1095000 0.0117125
1096000 0.011713
1097000 0.0117058
1098000 0.0117022
1099000 0.0117006
1100000 0.0116979
1101000 0.0116902
1102000 0.0116876
1103000 0.011685
1104000 0.0116784
1105000 0.011682
1106000 0.0116775
1107000 0.0116747
1108000 0.0116823
1109000 0.0116888
1110000 0.0116886
1111000 0.0116932
1112000 0.0116983
1113000 0.0116979
1114000 0.0116991
1115000 0.0117098
1116000 0.0117103
1117000 0.0117043
1118000 0.011708
1119000 0.0117154
1120000 0.0117168
1121000 0.0117157
1122000 0.0117181
1123000 0.0117248
1124000 0.0117223
1125000 0.0117281
1126000 0.0117423
1127000 0.0117717
1128000 0.0117909
1129000 0.0118082
1130000 0.0118133
1131000 0.0118105
1132000 0.011822
1133000 0.0118323
1134000 0.0118432
1135000 0.0118493
1136000 0.0118588
1137000 0.0118917
1138000 0.0119038
1139000 0.0119148
1140000 0.0119192
1141000 0.0119368
1142000 0.0119598
1143000 0.0119743
1144000 0.0119732
1145000 0.0119722
1146000 0.0119745
1147000 0.0119758
1148000 0.0119855
1149000 0.0119846
1150000 0.0119795
1151000 0.0119759
1152000 0.0119718
1153000 0.0119708
1154000 0.0119675
1155000 0.0119632
1156000 0.011961
1157000 0.0119729
1158000 0.0119698
1159000 0.0119646
1160000 0.0119749
1161000 0.0119721
1162000 0.0119697
1163000 0.0119716
1164000 0.0119796
1165000 0.0119771
1166000 0.0119793
1167000 0.011989
1168000 0.0119838
1169000 0.0119855
1170000 0.0119893
1171000 0.011987
1172000 0.0119938
1173000 0.011995
1174000 0.0119944
1175000 0.0120115
1176000 0.0120265
1177000 0.0120205
1178000 0.0120182
1179000 0.0120285
1180000 0.0120284
1181000 0.0120253
1182000 0.0120297
1183000 0.0120318
1184000 0.012036
1185000 0.0120418
1186000 0.0120566
1187000 0.0120679
1188000 0.0120763
1189000 0.0120787
1190000 0.0120853
1191000 0.0120909
1192000 0.0120947
1193000 0.0120955
1194000 0.0120937
1195000 0.0120967
1196000 0.0121009
1197000 0.0120972
1198000 0.0120965
1199000 0.0121003
1200000 0.0121161
1201000 0.012119
1202000 0.0121174
1203000 0.0121162
1204000 0.0121141
1205000 0.0121181
1206000 0.0121121
1207000 0.0121074
1208000 0.0121103
1209000 0.0121057
1210000 0.0121005
1211000 0.0120963
1212000 0.0120928
1213000 0.0120895
1214000 0.0120837
1215000 0.0120834
1216000 0.0120817
1217000 0.0120765
1218000 0.0120718
1219000 0.0120694
1220000 0.0120669
1221000 0.0120616
1222000 0.0120577
1223000 0.0120548
1224000 0.0120482
1225000 0.0120422
1226000 0.0120434
1227000 0.0120378
1228000 0.0120324
1229000 0.0120282
1230000 0.0120247
1231000 0.0120185
1232000 0.0120166
1233000 0.0120108
1234000 0.0120073
1235000 0.0120054
1236000 0.011998
1237000 0.0119924
1238000 0.0119864
1239000 0.0119826
1240000 0.0119756
1241000 0.0119744
1242000 0.0119682
1243000 0.0119656
1244000 0.0119627
1245000 0.0119585
1246000 0.0119544
1247000 0.0119546
1248000 0.0119494
1249000 0.0119453
1250000 0.011942
