# step temp press density pxx pyy pzz pxy pxz pyz pe ke etotal evdwl ecoul epair ebond eangle edihed eimp emol etail enthalpy vol
1750000 411.78647664885124868 0.39720957831160841334 0.011942001895004982284 78.437061409110640398 23.364379838072487416 -100.60981251224831112 29.087343743588515821 -85.979779846635210561 34.133205400725124434 383.21982347053881313 244.26399634174822495 627.48381981228703808 -0.049682911320868466953 148.8175285302328632 148.76784561891199132 84.382167598711092182 108.69990717219489795 41.369903080720810351 0 234.45197785162676496 -0.043734970347397955637 628.17799063476400079 119831.43316636898089
1751000 382.19580551150517067 -14.710629683328567907 0.011942001895004982284 143.15588325503523492 -61.219379413414749536 -126.0683928916062797 -57.543801280650562546 0.44608014415318936186 -138.98831274502197175 382.3917495616414044 226.71136652917144261 609.10311609081281858 -2.23244500123407974 143.38052582471371466 141.14808082347963136 79.387529959903645249 119.97421248919343384 41.881926289064665525 0 241.24366873816177304 -0.043734970347397955637 583.39454695248593907 119831.43316636898089
1752000 402.77115227389072061 -8.9104120965240927177 0.01194200189500498055 60.819095549461160033 9.085659738786295847 -96.635991577819709164 -71.210306004083619769 -57.926480397217893881 -60.47589180597103109 392.67246381236975594 238.91627541107064303 631.58873922344037055 -4.1547318122122298689 152.41251419271543455 148.25778238050318691 79.221032434072142792 118.68386179567906424 46.509787202115283833 0 244.41468143186651218 -0.043734970347397955637 616.01673786349306283 119831.43316636898089
1753000 379.34482239147263272 2.2706312385204627802 0.011942001895004985754 13.87227175097351406 -77.565379692714586213 70.505001657302443618 47.282780599428875234 -16.298016307566363992 123.65633966787295606 367.80299816377237221 225.02021694099335036 592.82321510476572257 -2.4793246163841273777 141.77700575859003607 139.29768114220593134 64.78536931479899863 117.00166184263633795 46.718285864131068763 0 228.50531702156641245 -0.043734970347397955637 596.79141234987093867 119831.43316636898089
1754000 372.01257883317470032 -40.458019907924501979 0.011942001895004982284 -77.140619689785737023 1.5044073492702538797 -45.737847383258007028 11.423019309856682568 -60.519128550494798446 -71.323805656061637137 365.48724375767778838 220.67086790875652014 586.15811166643425167 -2.2024905977935076429 143.90594774740827688 141.70345714961476347 66.917489688051944086 106.17268951361791096 50.693607406393176973 0 223.78378660806302491 -0.043734970347397955637 515.45292606982854977 119831.43316636898089
1755000 391.45363219142751632 108.70013124413993921 0.011942001895004982284 86.009643700662977039 169.7907880773971101 70.29996195435975892 112.84684295464879256 -10.908798164591674507 42.200977461659093137 384.43135111016295014 232.20293526809689411 616.63428637825984424 -5.5634095134153538353 149.30195614247659819 143.73854662906123281 72.893703879802828283 122.96802449515783451 44.831076106140983484 0 240.69280448110163206 -0.043734970347397955637 806.60065080942968052 119831.43316636898089
1756000 358.7920718045158992 88.24783047808735148 0.011942001895004985754 -13.97577795763572972 180.50643430437915526 98.212835087518598698 -49.800415227077515112 18.176230953290435366 33.403054302584600066 386.36066433964367661 212.82871168554927976 599.18937602519292795 -0.74347133839435186609 146.47178682155933416 145.72831548316497674 70.804520862829605221 126.91544569819687638 42.912382295452154324 0 240.63234885647858619 -0.043734970347397955637 753.41292049551475429 119831.43316636898089
1757000 410.31518371672433432 54.197105082751683369 0.011942001895004985754 179.11619733110785546 -101.48812552041623292 84.963243437563477301 8.0985231024185768689 27.718511876264621208 31.867064395025185064 408.55736841847340202 243.39125303479121953 651.94862145326464997 3.9450172196479802444 142.03681636000573008 145.9818335796537383 81.326298298443845169 140.20708309500025734 41.042153445375539889 0 262.5755348388196353 -0.043734970347397955637 746.66448699477427908 119831.43316636898089
1758000 400.07025517229766365 -18.441939338432575823 0.01194200189500498055 105.38790958730398017 -70.176854251358165016 -90.536873351243514207 76.804115609287421762 -21.278039071971210916 -24.563565567916537447 370.5763912397965214 237.3141540274062038 607.89054526720269678 -0.52232144416983738999 142.98502668503118684 142.46270524086136788 82.956308750212883751 110.13528641273633468 35.022090835985892454 0 228.1136859989351251 -0.043734970347397955637 575.66107020508241021 119831.43316636898089
1759000 392.84990198361947478 112.7819524810147982 0.011942001895004985754 120.88616965907390011 116.09663822638502495 101.36304955758551216 87.662459162838501925 29.356464814957256237 55.540087768472574226 373.3587399067359911 233.0311762588832778 606.38991616561929732 -0.9733888772453191951 140.06043022407379794 139.08704134682847098 69.225117727255963018 115.49816107785736108 49.54841975479413918 0 234.27169855990746328 -0.043734970347397955637 803.48974705862337942 119831.43316636898089
